https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,tradecount
1640736000000,2021-12-29 00:00:00,LTC/USDT,145.59,150.98,144.00,145.51,1911652.033,282830075.32907,479285
1640649600000,2021-12-28 00:00:00,LTC/USDT,155.89,156.01,144.31,145.57,2699168.977,405279502.96648,629408
1640563200000,2021-12-27 00:00:00,LTC/USDT,155.77,161.30,154.44,155.89,2000389.813,316226173.89850,471084
1640476800000,2021-12-26 00:00:00,LTC/USDT,157.87,158.33,152.98,155.77,2208712.069,343505120.28962,568969
1640390400000,2021-12-25 00:00:00,LTC/USDT,161.26,163.62,157.46,157.86,1377892.336,222072619.79689,395065
1640304000000,2021-12-24 00:00:00,LTC/USDT,163.66,166.66,160.11,161.25,1483955.129,242447939.12869,434169
1640217600000,2021-12-23 00:00:00,LTC/USDT,155.31,165.18,153.01,163.66,1959761.907,310843389.34448,548586
1640131200000,2021-12-22 00:00:00,LTC/USDT,154.73,160.12,152.86,155.31,1589475.784,248564801.82900,478305
1640044800000,2021-12-21 00:00:00,LTC/USDT,152.60,156.37,149.00,154.72,1736057.898,265873962.03145,465220
1639958400000,2021-12-20 00:00:00,LTC/USDT,153.24,157.35,145.11,152.60,2466931.560,371593612.37091,662910
1639872000000,2021-12-19 00:00:00,LTC/USDT,148.56,161.07,147.49,153.25,2783693.127,429916435.26491,640935
1639785600000,2021-12-18 00:00:00,LTC/USDT,143.93,150.34,142.73,148.56,1233858.041,181889139.19855,372995
1639699200000,2021-12-17 00:00:00,LTC/USDT,148.80,150.19,141.01,143.90,1920775.269,280891655.76525,529927
1639612800000,2021-12-16 00:00:00,LTC/USDT,153.54,156.64,148.40,148.80,1435136.131,219850134.58033,431128
1639526400000,2021-12-15 00:00:00,LTC/USDT,150.20,155.03,141.67,153.54,2418358.643,361317059.25652,619028
1639440000000,2021-12-14 00:00:00,LTC/USDT,144.47,151.88,142.76,150.21,2100221.046,309930383.70039,571279
1639353600000,2021-12-13 00:00:00,LTC/USDT,158.84,159.84,142.50,144.50,2414712.454,364035808.43609,613601
1639267200000,2021-12-12 00:00:00,LTC/USDT,157.94,162.82,153.09,158.84,1286670.625,202656805.60391,395440
1639180800000,2021-12-11 00:00:00,LTC/USDT,148.17,159.38,145.47,157.98,2027492.674,312735527.14320,534341
1639094400000,2021-12-10 00:00:00,LTC/USDT,151.15,159.75,147.35,148.20,2485458.953,380341981.82949,643977
1639008000000,2021-12-09 00:00:00,LTC/USDT,165.01,166.96,151.07,151.16,2252810.134,355356223.50399,621630
1638921600000,2021-12-08 00:00:00,LTC/USDT,161.76,170.13,155.90,165.03,2938266.047,479681692.62388,805036
1638835200000,2021-12-07 00:00:00,LTC/USDT,161.26,165.73,158.07,161.76,2591971.444,418314454.91501,675702
1638748800000,2021-12-06 00:00:00,LTC/USDT,156.29,164.40,141.20,161.26,3490713.656,524723226.59061,929246
1638662400000,2021-12-05 00:00:00,LTC/USDT,162.75,164.97,147.83,156.25,3278384.414,511484625.65242,881850
1638576000000,2021-12-04 00:00:00,LTC/USDT,187.93,189.17,128.64,162.74,7276477.728,1140601561.47323,1840151
1638489600000,2021-12-03 00:00:00,LTC/USDT,203.52,208.28,178.10,187.94,3022332.335,591661299.83987,965496
1638403200000,2021-12-02 00:00:00,LTC/USDT,208.78,210.26,200.03,203.51,1822663.207,373061399.21322,719438
1638316800000,2021-12-01 00:00:00,LTC/USDT,207.99,217.94,205.25,208.78,2166606.215,459228955.23687,820496
1638230400000,2021-11-30 00:00:00,LTC/USDT,205.55,219.94,197.47,207.96,3261425.633,679444363.80574,1100371
1638144000000,2021-11-29 00:00:00,LTC/USDT,199.48,209.68,195.16,205.55,2309738.013,466909629.64685,794001
1638057600000,2021-11-28 00:00:00,LTC/USDT,195.09,199.94,181.91,199.55,2428634.691,463405773.79857,868680
1637971200000,2021-11-27 00:00:00,LTC/USDT,195.66,201.04,190.57,195.09,1598139.239,314406088.93016,644169
1637884800000,2021-11-26 00:00:00,LTC/USDT,223.20,225.00,189.18,195.67,4518939.677,907425830.49617,1275296
1637798400000,2021-11-25 00:00:00,LTC/USDT,212.37,230.00,210.85,223.19,2713687.111,602398085.37358,920475
1637712000000,2021-11-24 00:00:00,LTC/USDT,216.35,217.82,206.04,212.36,1851152.775,390625582.82326,779825
1637625600000,2021-11-23 00:00:00,LTC/USDT,209.07,218.98,205.21,216.33,2319228.301,489644445.01740,898674
1637539200000,2021-11-22 00:00:00,LTC/USDT,221.39,221.88,205.14,209.07,3066080.363,655884221.43604,1097430
1637452800000,2021-11-21 00:00:00,LTC/USDT,226.68,230.98,219.57,221.37,2189988.804,491826760.68835,867656
1637366400000,2021-11-20 00:00:00,LTC/USDT,217.95,227.89,212.61,226.66,2879102.814,637228845.70792,1026119
1637280000000,2021-11-19 00:00:00,LTC/USDT,204.25,221.33,199.56,217.94,3530380.299,747300725.57530,1112772
1637193600000,2021-11-18 00:00:00,LTC/USDT,229.74,232.50,199.16,204.24,5484543.890,1176268684.28153,1648152
1637107200000,2021-11-17 00:00:00,LTC/USDT,230.31,235.59,218.03,229.75,3957756.541,902187882.83494,1360859
1637020800000,2021-11-16 00:00:00,LTC/USDT,263.03,263.90,220.00,230.25,6664264.769,1599607256.69032,1942599
1636934400000,2021-11-15 00:00:00,LTC/USDT,279.64,281.69,259.20,263.04,3831255.858,1038327531.09424,1284134
1636848000000,2021-11-14 00:00:00,LTC/USDT,257.81,279.98,248.57,279.60,4293172.495,1126558474.64117,1459882
1636761600000,2021-11-13 00:00:00,LTC/USDT,251.27,264.30,245.34,257.79,3587388.628,910942812.92177,1251573
1636675200000,2021-11-12 00:00:00,LTC/USDT,262.37,282.88,243.85,251.27,7271195.858,1912794347.92583,2123486
1636588800000,2021-11-11 00:00:00,LTC/USDT,260.30,274.40,250.93,262.41,5446243.301,1431979623.62364,1533784
